time0,time1,time2,time4,time6,time12,time24,time48,time72
7.834175,7.898058,7.924801,8.484832,9.628985,8.955524,9.655353,9.83165,9.753438
8.831057,9.270393,9.609593,8.902031,10.662021,10.524439,11.110661,10.635085,10.831905
7.536467,7.492442,7.351106,7.572493,8.576509,7.782605,8.36445,8.620921,8.641924
6.960496,7.237619,7.328177,7.381319,9.281981,7.584262,8.573816,8.100677,7.710938
6.906734,6.903762,6.714716,6.447931,7.029358,6.485295,6.652718,7.02717,7.375787
6.601635,6.498188,6.640817,7.492187,7.36361,7.697662,7.79899,7.388163,7.472809
7.540891,7.80508,8.432766,6.809574,6.654836,6.640835,6.666349,6.73994,7.158235
7.436844,7.467751,6.887437,6.821947,6.598466,6.681711,6.714558,6.491721,6.759405
13.269895,12.752769,12.493695,11.502076,10.5139,11.048084,10.827659,10.175455,10.491895
7.91262,8.740634,9.059208,8.562599,8.493282,8.792228,8.805481,8.250754,8.221855
6.331661,6.336094,6.456058,6.173662,6.248265,6.006575,6.114294,6.241921,6.298549
6.54459,6.435979,6.4987,6.473046,6.599471,6.591791,6.455272,6.832667,6.793252
6.861935,7.106176,7.740992,8.405477,8.711087,8.265526,8.300564,9.110221,8.525439
8.683961,9.099566,8.827787,8.527276,10.180052,8.62058,9.094316,10.212562,10.595154
6.162511,6.181324,6.243722,6.880002,7.704024,7.289031,8.124153,8.08798,7.504991
11.529265,11.283437,11.519719,11.574958,9.286406,11.33835,9.818173,9.472073,9.677114
6.390895,6.440841,7.272175,7.786527,7.423457,7.651983,7.114972,7.455551,7.663983
6.448394,6.329575,6.363424,6.296899,6.125444,6.084542,6.124098,6.22108,6.146166
6.560333,6.944174,7.476487,6.729335,6.744764,6.555777,6.776164,6.741414,6.775861
8.761254,8.323491,8.101436,8.417658,8.428094,8.51889,8.574588,9.10628,9.076641
8.270312,8.204082,8.400467,8.302167,8.52506,8.322434,8.26246,8.510351,8.296115
6.638023,6.363232,8.878293,7.617275,7.001003,7.711712,7.589757,7.20844,7.646365
7.604846,7.721756,8.865423,10.087954,9.912786,9.104107,8.569349,11.163601,10.605589
6.49393,6.375031,6.104888,6.205832,7.548335,6.215312,7.036757,7.838553,8.389603
8.907569,8.022507,7.908953,8.224254,7.835164,8.093218,8.002561,7.774658,7.495473
12.493894,11.980238,11.756641,12.081339,11.484913,12.061844,11.501722,10.606633,10.760194
10.009465,9.763303,9.363625,8.762095,7.828643,8.079619,7.895519,7.669758,7.327138
7.738485,8.30795,7.976508,8.535076,9.412147,8.707052,9.259987,9.494565,9.096812
6.543937,6.537949,6.989256,6.627126,6.851573,6.5571,6.67415,6.674796,6.910476
6.345735,6.296315,6.451513,6.401018,7.505386,6.499278,7.040308,6.973447,6.738824
9.058849,9.021754,9.29232,9.020154,8.710022,8.942675,9.132475,8.517394,8.662291
7.289783,6.898343,6.721742,7.341533,6.487493,7.65931,6.957743,6.447579,6.548469
8.594607,8.455998,8.923597,9.349472,9.227103,9.481317,9.500195,9.103629,8.790166
8.797543,8.453846,7.692877,7.12245,6.453937,7.038178,6.60368,6.436792,6.327636
6.173307,6.261137,6.350771,6.461821,8.839925,6.828052,7.014273,9.430438,9.702301
7.452097,7.332324,7.480361,7.288462,6.861551,6.719123,6.427995,7.106201,6.611453
6.304226,6.32158,6.196392,6.379758,6.818746,6.370138,6.621186,6.915664,6.741778
7.52464,7.233954,8.109305,8.418057,8.708593,8.905814,8.697075,8.532284,8.398566
12.458055,12.207574,12.807479,12.634229,11.887316,12.907345,12.45397,11.445407,11.723148
6.49176,6.450343,6.572079,6.493916,6.405524,6.566801,6.531462,6.46811,6.34921
7.315971,7.098483,7.292938,7.48476,7.384537,7.597413,7.109951,7.502126,7.557585
10.142853,11.234321,11.504237,12.068753,12.2913,12.25097,11.900284,12.145624,12.653114
6.169939,6.321785,6.740297,6.452953,6.749188,6.191861,6.537528,6.493032,6.722499
9.482715,9.826923,10.635815,9.857877,8.002456,9.515434,8.259607,7.968841,7.847801
6.463021,6.387588,6.284251,6.414056,8.571515,6.502209,7.630703,8.501568,8.694685
6.435233,6.128347,6.547237,6.878316,7.65199,7.278908,7.750151,7.901647,7.708291
6.38287,6.51411,6.399047,6.651425,7.253326,7.096037,7.670807,7.594803,8.338513
9.586441,9.219356,9.242434,9.57829,9.369329,9.360531,9.325424,9.20025,9.124893
7.49168,7.462959,6.984832,7.484194,8.452308,7.551934,8.074273,8.200309,8.339591
6.952838,8.202114,8.754248,6.945904,7.252515,7.250572,6.79998,7.232031,7.699982
10.102113,9.755689,8.985909,8.59744,7.777969,8.326077,8.146889,7.709178,7.928823
6.450817,6.530844,7.060929,6.769255,7.050566,6.585649,6.796762,7.178692,7.571369
6.154056,6.16924,6.161168,6.55957,7.532657,6.978029,7.301747,7.263899,7.329604
6.984209,6.844407,6.93811,6.457123,6.380417,6.480794,6.272057,6.267332,6.434978
6.736725,7.223553,7.086487,7.83486,8.152882,8.188025,8.542191,7.67067,8.096318
7.823305,9.60647,9.226851,7.913931,6.838868,8.478581,7.233245,6.686613,7.920951
6.635591,7.145717,7.685704,7.971559,8.235603,8.000649,8.205809,8.303059,8.429713
10.768999,10.368723,10.232716,10.353785,11.165871,10.620294,11.421457,10.982882,10.964392
6.499003,6.660947,6.699541,6.753328,7.357173,6.897109,6.928178,7.353123,7.476077
7.708037,7.489832,7.580638,7.713185,7.146153,7.426128,7.267834,7.133435,7.100935
12.912617,12.338237,11.768915,11.523479,9.55663,11.942616,10.963803,8.689407,8.757343
6.969413,6.899035,6.638428,7.02117,7.27485,6.909411,7.610186,6.722399,7.760659
6.440222,6.282462,6.30355,6.449964,6.884506,6.370841,6.558904,7.418301,7.163673
9.483309,9.433314,9.842681,9.727037,9.66675,9.895094,9.818607,9.844234,9.808285
7.259226,7.160905,7.537957,7.712238,8.584487,7.777305,8.287259,8.626437,8.62317
8.391048,7.759122,7.8289,7.06832,6.712899,6.779767,6.807677,6.540874,6.720074
6.721991,6.516061,6.611006,6.875777,7.492966,6.965329,7.070301,7.859421,7.837076
6.369207,6.419717,6.278623,6.228226,7.377453,6.226431,6.186391,9.207636,9.194618
7.146466,6.979439,6.958465,7.258347,6.842111,7.069894,6.793766,6.764376,6.463469
7.422748,7.18343,7.484503,7.053204,7.647137,7.124317,7.706919,8.085478,8.671749
9.170247,9.371247,9.57151,10.325649,11.462248,10.599261,11.005106,10.950201,10.744727
6.349575,6.44438,6.356902,6.592095,7.617499,8.082459,7.930176,6.650735,6.4218
6.591481,6.539374,6.672169,6.90109,7.151624,7.390974,7.64595,6.917604,6.728098
10.199393,10.581539,10.385828,11.308603,12.261024,11.481074,12.130457,12.511566,12.76706
6.337738,7.082394,7.219944,6.873191,6.377719,6.683652,6.550905,6.251264,6.363932
8.026857,8.055108,8.543282,8.113089,8.237101,8.350431,8.430884,8.242789,8.581474
11.848489,11.34656,11.082108,9.442386,7.805516,9.048241,8.216162,7.689034,7.617925
6.364823,6.154721,6.158618,6.65094,7.669564,7.248055,7.746946,8.282285,8.572266
7.831573,7.836933,8.344693,7.816249,6.925579,7.581928,6.839352,7.066621,7.347316
6.299922,6.379526,6.475566,6.452354,7.281261,6.582654,6.928817,8.074009,8.224482
7.642704,7.622472,7.641275,8.279114,8.164968,8.713692,8.610317,8.254444,8.249998
8.831254,9.046061,9.446385,8.276077,7.606671,8.293752,7.831259,7.44591,7.237323
6.211188,6.226369,6.23167,6.306324,6.947853,6.227471,6.391513,7.178912,7.203298
9.099369,8.78658,8.63069,8.384569,8.365993,8.474956,7.953484,8.219065,8.432774
10.516125,10.232688,10.403244,10.503359,10.51933,10.216935,10.145592,10.851119,11.052518
10.311565,9.910784,9.938102,11.130925,12.182951,11.475808,12.190376,12.060048,12.095474
5.971021,6.029973,5.964957,5.978726,6.528498,5.969556,6.420184,6.710681,6.896466
7.606946,7.691104,7.870185,7.195855,7.148003,7.396232,7.397394,6.981034,7.135896
6.171768,6.747993,6.880436,6.791905,7.750526,7.098847,7.521104,8.448543,8.38668
6.350862,6.613648,6.416707,7.464356,7.830384,7.855836,7.977648,7.594339,7.760915
8.700457,8.705011,9.312655,8.335442,8.125038,7.777318,7.622546,8.610264,9.118148
6.547227,6.527237,6.772833,9.296664,10.007312,9.887466,9.536167,10.346001,10.258225
8.934677,9.051516,8.734947,8.100327,9.109475,7.746776,8.276825,9.295242,9.108887
7.088923,7.441106,8.44799,7.910205,6.857245,8.057317,7.354854,7.20734,6.734008
6.731857,6.93069,6.579303,7.620407,8.063305,7.870467,8.25795,8.076253,7.64943
6.278084,6.464486,6.246537,6.177764,6.245546,6.096915,6.205532,6.281997,6.41737
6.698856,6.92849,7.409306,8.127048,9.945589,8.810504,9.339391,10.120086,9.943256
6.310211,6.296374,6.374356,6.559596,8.468188,7.355487,8.11462,8.821182,8.659134
8.917132,9.081216,10.017412,9.591341,9.518358,9.119309,8.834516,10.184661,9.828534
6.940196,6.761813,6.511674,6.630763,6.370851,6.416319,6.393074,6.404199,6.459055
6.895679,6.723451,6.725182,7.619509,7.678226,7.618372,7.752057,7.432448,7.166712
11.514965,12.580897,11.211267,9.711387,9.512066,9.819436,9.481288,9.273577,9.439435
7.195009,6.668464,6.728553,7.092528,7.236905,7.06971,7.070765,7.235744,7.192572
8.273733,9.114145,8.971708,9.738889,9.182743,9.462331,9.19225,9.421507,9.264426
6.712621,6.521402,6.590366,6.808752,8.98037,6.841246,7.766732,8.83419,9.121736
6.385878,6.41144,6.61124,6.869497,8.333441,6.934479,7.596572,8.633459,8.421422
6.185044,6.189247,6.079375,6.015661,6.108911,6.185076,6.181518,6.183815,7.295966
9.563817,9.670711,9.298776,9.393376,10.67936,9.512913,10.657244,10.463248,10.902533
8.923955,9.198028,9.325279,8.430773,7.214024,8.02386,7.546917,7.1202,7.130183
6.300159,6.368858,6.475669,6.868764,8.656565,8.006171,9.539465,8.842173,8.676125
7.391067,6.74003,6.445934,6.370794,6.465955,6.203818,6.383138,6.540665,6.44307
9.737877,10.169363,10.23079,9.945341,9.60917,10.215008,9.118464,9.080212,9.232157
6.595025,7.311748,6.829023,6.370275,7.038428,6.379288,6.80019,7.412409,7.928739
6.635226,6.579501,6.735046,7.028135,7.624367,6.79833,7.780479,7.784898,8.038998
9.899855,9.787706,9.692923,9.556894,10.607803,9.310449,9.835182,10.517516,10.860749
9.979036,9.946453,9.472948,8.598658,8.093605,8.03135,7.771328,7.841285,7.493236
11.742928,11.349616,11.01357,10.267654,10.247459,9.668468,9.302698,10.007014,10.322674
8.625573,9.148205,8.926331,7.468743,7.147059,7.348199,6.859881,6.90905,7.711934
12.453786,12.134794,13.054616,14.191377,14.486547,14.47819,14.599263,14.584584,14.580507
8.784125,9.15173,10.163506,9.321569,8.865138,9.434305,9.0131,9.563515,9.521668
7.144832,7.184533,7.339577,8.700354,11.009274,9.46888,10.30463,10.968289,11.013299
9.559129,9.494672,9.800431,9.428898,8.334474,8.716027,8.605903,8.341238,8.268131
9.676611,9.639031,9.454944,9.293077,9.280425,9.184074,9.254724,9.532549,9.297005
8.975918,8.892637,8.748344,9.366004,10.289222,9.661039,10.085691,10.068183,9.878953
6.337174,6.338457,6.407962,6.564399,8.963544,6.877162,7.712089,9.78036,9.226887
8.836059,9.098337,9.427566,11.194606,9.363226,11.470814,10.299332,8.352537,8.39654
8.216821,8.167921,7.845897,7.95941,7.846611,8.098644,7.717264,7.763669,7.676088
9.954467,9.157239,9.609182,10.577219,9.739372,10.964024,10.683758,9.476686,9.202411
10.027513,9.40858,10.34772,11.563493,10.82138,11.730212,11.306777,10.599116,9.967701
7.401502,7.316058,7.673062,9.484458,9.762509,9.373467,9.481919,9.52729,10.149495
6.395833,6.172858,6.143133,6.282657,6.61394,6.23558,6.341327,6.574131,6.533799
6.592669,6.675337,6.677648,6.840849,7.264291,6.946995,7.140539,7.940847,8.647381
7.490277,7.51725,7.826192,7.93965,8.331384,8.139962,7.48371,8.695205,8.585997
11.022712,11.718871,10.287408,8.770869,6.699692,8.109157,7.1033,6.478388,7.015883
10.06211,10.252077,10.011292,10.08173,10.243259,10.105062,10.565669,10.073263,10.091182
9.681726,9.312679,8.417556,7.488128,6.930715,7.217376,7.164434,6.836639,6.967012
7.526268,8.633394,8.321739,8.165941,9.491532,7.9775,8.160128,10.408419,10.595211
6.361071,6.617852,7.142524,7.908796,7.228537,8.275005,7.532159,7.60984,7.91503
7.853463,8.107725,11.54694,11.700316,10.179385,11.830152,10.303496,11.108405,11.869171
11.35121,11.571511,11.266432,10.009556,10.723295,9.969747,10.717815,10.714926,10.969944
6.258289,6.212058,6.261469,6.430134,6.155709,6.276443,6.23963,6.571948,7.119792
6.681623,8.086794,9.253104,7.385994,7.507414,7.208153,6.904193,7.298965,7.584641
6.576063,6.807055,6.700914,6.743378,7.417473,7.142375,7.626865,7.873263,8.481652
8.894661,9.163908,8.836913,10.443941,9.348004,10.653584,9.196705,9.244213,9.08694
6.196144,6.186728,6.064369,6.143041,6.567316,6.18625,6.278267,6.691962,6.912949
6.114048,6.203967,6.257478,6.271398,6.501739,6.192107,6.172405,6.530047,6.330641
9.338301,9.126433,9.260461,8.629412,7.052503,8.595569,7.857669,6.810171,6.819238
7.302831,7.348847,7.409121,7.344003,7.686889,7.423235,7.809174,7.612603,7.615903
7.486381,7.513709,7.474811,7.24747,8.891878,7.549558,8.100655,8.675205,9.253498
9.284842,9.233159,10.132065,9.277299,9.409796,8.829201,8.927297,10.061974,9.925133
6.397931,6.355907,6.4311,6.457441,7.569868,6.491774,7.142015,7.615932,7.679402
6.56137,6.588308,6.505298,6.756689,6.361604,6.904011,6.41672,6.493919,6.621582
8.889302,9.983313,9.75142,9.941845,10.266288,9.917721,10.010214,10.12279,10.417852
6.345982,6.284242,6.387687,6.315223,6.554813,6.342782,6.239504,6.606776,6.505981
6.805444,7.593264,8.222884,8.774929,8.998098,9.065376,7.834786,10.595029,9.028551
8.357627,8.376354,9.441158,9.21308,9.450697,9.449149,9.720305,9.421214,9.550453
6.814192,6.679959,6.7523,6.641558,6.391073,6.543759,6.49683,6.440956,6.558928
7.84339,7.645121,9.206831,7.902244,7.421844,7.794718,7.580076,7.523354,7.814929
6.302451,6.314916,6.486259,6.880088,6.950537,7.341162,7.165938,7.003434,6.80746
6.252541,6.202903,6.171818,6.279802,6.25589,6.488359,6.836012,6.335796,6.432483
6.955983,7.238883,7.300275,6.584754,6.633794,6.370755,6.56441,6.654117,6.757944
6.473832,6.403732,6.362859,6.430398,6.51273,6.438636,6.463306,6.910844,7.568794
8.980132,9.175214,8.681044,8.411542,8.435611,8.308991,8.058533,8.554748,8.638635
7.857684,7.966198,7.933236,7.697065,9.098882,7.58579,7.892508,10.213057,10.726394
8.518375,8.048625,8.27888,8.663493,9.642565,9.017593,9.687602,9.707438,9.350679
8.020335,7.785046,7.698912,7.01527,7.084544,7.035741,7.225704,7.050013,7.422674
8.467055,8.179261,8.195358,8.241137,7.997493,8.316077,8.362049,7.698613,7.799913
7.845089,7.949716,7.440418,6.814616,6.474135,6.448712,6.400838,6.781413,6.912754
10.343719,9.869967,10.190209,9.967825,10.009529,10.14893,10.013535,9.918405,9.758679
7.633072,8.244737,8.13512,9.52789,9.873681,10.182025,10.428663,9.979783,10.087404
7.423808,7.258087,6.876889,7.209786,6.489905,6.837612,6.525713,6.537703,6.537104
8.762792,8.707989,8.31618,7.364942,7.944721,7.050819,7.3136,9.636274,10.144488
6.001021,6.067898,6.067567,6.101825,6.472735,6.093564,6.267872,6.851153,6.830711
12.471519,12.353084,10.940537,10.210575,8.705735,10.403287,9.55377,8.641723,9.046127
11.150482,11.043579,11.775639,11.088131,9.656956,10.688272,9.864289,9.508294,9.592099
6.847212,6.972042,7.235264,7.574124,8.189971,8.007614,7.879211,8.008402,7.814525
6.105434,5.996342,6.083107,6.900626,8.114873,7.422127,7.734205,8.620198,8.129616
10.700104,10.397657,9.965181,7.420617,7.353707,6.938989,7.18562,7.522973,7.738133
6.231894,6.25483,6.518523,6.622343,6.766257,6.721519,6.677137,6.986923,7.588161
7.996887,8.110997,8.246311,7.832919,7.991545,7.795097,7.852335,8.001134,7.976114
10.422457,10.28689,10.649357,9.862305,10.363358,10.697778,10.947952,9.607345,10.016072
10.452213,11.482396,12.108877,11.056548,10.297684,10.685858,10.39222,9.770646,9.815543
7.05769,7.159809,7.001746,7.728442,8.577859,8.129608,8.579735,8.793161,8.780503
6.027015,6.063131,6.103448,6.166855,6.901299,6.132281,6.289443,6.859866,6.833265
12.19775,12.007507,12.698584,12.578383,12.4799,12.343002,12.388455,12.243393,12.78561
6.644115,6.739116,6.525097,6.553888,6.89975,6.92849,7.099388,7.209779,7.196038
9.765494,9.707294,8.786102,8.508777,7.77293,8.545436,8.099168,7.400923,7.523646
6.400781,6.589347,6.605244,7.039387,8.969816,7.587944,8.456856,9.320587,9.248999
6.884814,6.83793,6.683147,6.5122,6.520076,6.53079,6.523329,7.08293,8.11764
6.464705,6.395558,6.568311,6.973281,6.845742,7.214009,6.933739,7.459277,7.690249
6.150119,6.212691,6.217537,6.176194,6.508698,6.338989,6.256356,6.478955,6.467604
7.699065,7.32157,6.837367,7.145066,8.191072,7.291737,7.910452,8.272221,8.25442
12.357048,11.786355,11.318789,11.785724,11.660518,11.425672,11.668459,11.006935,10.769306
7.093259,7.095013,6.939721,7.693783,8.223586,7.887204,8.219848,8.22808,7.873591
6.150973,6.226011,6.168088,6.110587,7.232945,6.205666,6.156964,7.824161,7.946466
11.048526,10.685657,9.926489,9.109317,8.357161,8.720643,8.997045,7.804951,7.952137
7.337691,7.532104,7.284012,7.272593,9.388737,7.31736,8.259013,9.360764,9.549494
6.478377,6.471497,6.616246,6.384071,6.839961,6.35817,6.732959,7.605008,8.417611
9.095453,8.945652,8.459376,8.633673,8.1573,8.792428,8.026902,7.776642,7.770156
8.874145,8.709848,8.38768,7.379428,7.172505,7.021142,7.392823,7.194907,7.407024
6.238348,6.236355,6.323712,6.396125,6.347857,6.291069,6.390027,6.431609,6.438949
7.868247,7.797749,7.810188,8.449124,8.14204,8.470147,8.274316,7.960333,7.657631
6.192575,6.249323,6.826708,6.366898,7.230887,6.478076,6.541167,7.811501,8.194539
6.493076,6.409917,6.51721,6.503383,6.502244,6.513574,6.543062,6.61966,6.466411
6.493339,6.505662,6.402678,6.582576,7.530495,6.630611,7.014889,7.63489,7.725122
9.367375,8.551454,8.542231,9.063141,9.262189,9.16853,9.484679,9.480627,9.543768
6.458114,6.498367,6.657932,6.748004,6.853997,6.865935,6.728087,6.593512,6.721493
6.005472,5.971312,5.973665,5.969917,6.746863,6.025482,5.938763,7.958867,8.95826
12.457865,12.015409,11.483712,11.203448,9.442337,10.060636,9.370659,9.471925,9.890406
11.110834,11.125103,12.425463,10.754844,8.820511,10.489391,9.802325,8.253354,8.382457
6.178138,6.127815,6.182635,6.03608,6.254381,6.147128,6.150745,6.287816,6.260011
12.156617,11.714364,11.619622,11.828617,10.683606,11.52438,11.105184,10.285208,10.306105
8.38647,8.029237,7.932456,7.847841,7.134706,7.909421,7.015763,7.109783,7.284024
6.97682,6.989301,6.912282,6.606175,6.642976,6.890937,6.770768,6.522024,6.40616
6.511578,6.444833,6.818838,6.704977,6.457523,6.630562,6.631572,6.536094,6.497986
6.133243,6.109364,6.098604,6.853338,7.214401,7.09854,7.083909,7.121128,7.052345
6.987184,7.228246,7.741967,6.920846,7.483721,6.577921,6.568273,7.859576,8.275169
9.916704,10.004154,10.680989,9.279456,9.203771,9.101178,8.631136,9.388772,9.546163
6.884753,7.346591,7.599506,7.444619,7.40798,7.575651,7.591222,7.222678,7.457435
7.670867,7.318218,7.239894,7.154822,7.16199,7.027802,6.941613,6.968529,6.824065
6.675884,7.562547,7.595587,7.050958,6.603776,6.981799,6.780533,6.678783,6.682816
8.863071,8.76087,9.697771,8.612424,7.767782,8.670846,8.356964,7.657959,7.73323
6.306093,6.314398,6.31467,6.339427,6.567387,6.394561,6.533481,6.817495,7.034531
8.716788,8.825954,9.567511,9.306005,7.858446,8.837312,8.045619,7.742646,8.225304
7.27385,7.750277,7.636461,8.429575,8.61642,8.76642,8.684027,8.920188,8.834573
8.906981,8.756257,8.304116,7.974895,7.493976,7.986164,7.997404,7.344644,7.204226
9.429586,9.356739,9.104244,10.251515,10.302867,10.333837,10.619383,10.305313,9.644271
10.298927,10.890058,12.537587,10.84069,10.52114,10.527885,10.634815,10.620263,10.388786
6.960737,7.520522,7.47688,6.419592,6.339234,6.416141,6.287671,6.279505,6.232372
7.538688,7.575546,7.323263,7.735154,7.063151,7.058724,7.409349,6.725076,6.932187
8.612516,8.523224,8.40503,9.501453,10.516697,9.999388,10.437421,10.994597,11.463019
6.775717,7.161958,7.243868,7.504498,7.884851,7.235934,7.855252,7.779718,7.455625
8.08667,8.644621,9.007196,8.677999,9.690481,8.816601,9.076279,9.752346,9.691676
8.151725,7.708346,8.259093,7.984198,7.968119,7.897838,8.131944,7.9945,7.795154
6.437461,6.373552,6.465851,6.846462,6.47184,6.671235,6.363297,6.61932,6.636131
10.163145,10.077869,10.27611,10.0005,10.16745,9.938569,9.777173,10.077109,10.529566
12.832219,12.216503,12.226095,12.273474,11.929861,12.107177,11.487978,11.456517,11.465133
8.240781,8.754711,8.767539,9.768284,10.473182,10.156068,10.483763,9.895507,10.138649
6.357343,6.435666,6.352651,6.453136,7.122505,6.470616,6.387451,7.90296,7.867803
7.549869,7.575363,7.838232,8.085915,8.559965,8.762732,8.813603,8.671685,8.466129
6.316983,6.210389,6.161027,6.373111,7.930876,6.147616,6.479813,9.46287,9.638138
6.263913,6.353576,6.44733,6.631737,7.092683,6.87609,6.830191,6.696349,6.587518
8.838825,8.839785,10.033621,8.411662,9.139956,8.264456,8.099098,9.313519,9.831974
10.442917,10.409138,10.634439,9.953389,10.172102,9.680355,9.794236,10.065456,10.462269
10.328279,9.98143,9.803913,9.598451,9.428087,9.406439,9.526723,9.514497,9.45525
8.193795,7.919006,7.5948,7.4805,6.739877,7.563546,7.218472,6.487077,6.840175
6.321282,6.278691,6.372749,6.325414,6.884383,6.59258,6.612462,7.07612,6.667289
9.482083,9.434725,9.650257,9.563483,10.158462,10.009353,10.12539,10.469576,10.157924
10.577227,10.234011,10.934808,10.196938,9.970229,9.930913,9.682689,9.671697,9.431467
7.198181,7.149981,7.26127,7.24793,7.655847,7.484154,7.930862,8.005858,8.045535
6.545649,6.61502,7.03424,6.790672,7.047191,7.023135,7.345949,6.822106,6.604045
7.030345,6.853853,6.670302,8.308646,7.004145,8.230534,7.399627,7.221622,7.101548
6.691427,6.794793,7.291674,7.25332,6.954169,7.243065,7.1832,7.008869,7.031484
7.710669,7.850719,8.342724,8.619961,7.117181,8.449125,7.561051,6.824042,7.120285
10.056339,10.020226,9.827251,9.446751,9.008191,9.842136,9.364866,9.233038,9.314198
6.518752,6.493776,6.527789,6.457278,6.933239,6.420514,6.44666,7.781494,7.713376
7.301383,8.207483,8.314037,8.523532,9.019408,8.593621,9.121614,9.00888,9.134775
6.859419,6.900785,6.772436,6.722794,7.642235,6.764933,7.016474,7.859777,8.321923
7.392128,7.640989,8.10535,8.599304,8.474629,8.854035,9.044716,7.884843,8.184055
7.299971,7.304249,7.060002,6.727785,6.830137,6.432624,6.767932,7.672436,7.992315
6.665182,6.809707,6.9195,6.853353,6.967211,6.914583,7.218112,6.912199,6.918601
6.442615,6.482599,7.259278,7.014915,6.866632,7.047672,6.852181,6.945864,7.210628
6.354949,6.501626,7.198543,7.187556,6.801592,6.575298,6.356958,7.866641,8.287112
7.519835,7.839776,7.555645,7.622032,8.425242,7.597074,7.722521,8.043682,8.382259
6.838803,8.769182,10.388128,8.557146,7.872272,8.213386,7.947032,7.820406,7.679944
6.213456,6.227078,6.331995,6.945395,7.224566,7.412969,7.257335,7.886576,7.782278
9.090826,8.60692,9.043492,8.53069,9.324061,8.726221,9.048093,9.789589,9.945724
6.220686,6.184519,6.236634,6.256125,6.722414,6.236815,6.479526,6.935966,6.932169
6.164675,6.102169,6.149931,6.110249,6.856384,6.101049,6.405897,7.630342,7.835328
13.476394,12.931642,12.112791,11.645552,9.459199,10.737216,10.086564,9.918667,10.411574
7.712852,7.848301,8.001333,8.122852,9.83881,8.733762,9.403164,10.398693,10.402238
6.199827,6.221663,6.174892,6.202405,6.240865,6.255507,6.217745,6.450461,6.852946
6.992751,6.872059,7.538791,7.289656,7.102357,7.038007,7.006506,6.618587,7.118506
9.396745,9.360482,9.809456,9.014857,7.596979,8.828489,8.022779,7.259965,7.426552
10.079041,9.952203,9.283599,9.214097,8.276234,8.655968,8.76868,8.130143,8.065346
6.029121,6.05344,6.04327,6.128979,7.079234,6.231316,6.7052,7.2511,7.492679
7.08807,7.009615,6.483417,6.451496,6.387964,6.520455,6.414575,6.352267,6.413112
6.326027,6.184788,6.384991,7.114562,7.80709,7.24034,7.332606,8.008903,8.003148
6.765037,6.758896,7.096835,6.835002,6.787349,6.745501,6.714037,6.973613,7.568576
7.319123,7.506326,7.863545,7.034776,6.807992,7.26756,6.954776,6.782752,7.239603
8.534715,8.690357,8.051361,7.428535,7.438992,7.693727,7.601936,7.330166,7.095934
8.604382,8.269921,8.321487,9.498254,10.02223,9.631036,9.912665,10.120511,10.236687
8.975123,9.797104,11.112268,10.294834,10.248005,10.226897,10.146439,10.453682,10.601595
10.62201,11.143046,11.347338,10.571144,8.559175,10.273355,9.12693,8.604925,9.493031
7.17862,7.344691,8.578004,9.239766,8.700284,8.333437,7.826308,9.864777,9.486329
11.908095,11.48383,10.604422,9.97036,8.399032,9.25708,8.658866,8.534021,8.728003
6.946371,6.913721,6.661994,6.885051,8.858917,6.92908,7.734659,9.13877,9.272686
6.630455,9.040315,8.239411,6.648859,8.940046,7.19801,8.363313,8.562884,8.751999
8.62555,9.134444,9.638577,8.668014,8.578664,8.56741,8.455259,8.390609,8.580155
10.341476,10.389236,10.293042,10.467213,9.583935,10.14452,9.829891,9.152367,9.154895
6.205627,6.449712,6.61802,6.763164,9.081706,7.742092,8.753707,9.538312,9.137676
8.186776,7.776776,7.472933,7.480644,8.2959,7.633684,7.895446,7.970739,7.775983
8.472651,7.895321,7.549835,7.899594,7.955301,8.109141,7.834036,7.846683,7.953793
6.325321,6.605848,7.208506,7.019466,7.495881,6.90751,6.807349,7.624286,7.78434
10.5985,10.696051,10.793657,9.857065,9.728544,9.511833,9.564116,9.888144,10.088641
8.098126,8.155719,8.75215,8.479406,8.216319,8.713381,8.192797,7.85154,7.421472
7.833934,8.129562,7.834503,7.368342,7.260388,7.215882,7.278496,7.871098,8.078482
6.358225,6.43262,6.412097,6.373381,6.503722,6.415408,6.786607,6.682269,7.112488
7.420573,7.759811,8.002561,7.574871,7.319747,7.898763,7.310825,7.168282,7.825271
6.163226,6.057614,6.05513,6.167634,6.305515,6.266272,6.127557,6.733158,7.084264
6.250575,6.196807,6.24426,6.265339,6.514921,6.117049,6.218302,7.35711,7.431981
10.444154,9.42045,8.781944,8.440965,7.876855,8.239136,8.161516,8.067679,8.105321
7.660911,7.640765,7.583508,7.243504,7.465242,7.215511,7.428851,7.64408,7.594411
10.352912,10.358595,10.931648,10.689132,10.063299,10.396136,10.600962,9.830259,10.16819
7.923035,8.818954,8.562783,8.598411,10.543508,8.518278,9.838811,10.810299,11.061876
7.426098,7.52846,9.544221,8.916699,11.03371,8.26241,10.120257,11.222022,11.27502
6.686741,6.75468,6.324545,6.253712,6.127948,6.360223,6.196512,6.365291,6.968446
7.235161,8.135775,8.627744,7.528938,7.694248,7.522823,7.639584,7.673353,7.946371
6.181366,6.247481,6.491725,6.278652,6.204931,6.20846,6.255121,6.249512,6.324467
9.429487,8.891761,8.435273,8.515392,8.338718,8.394414,8.402049,7.596717,7.630139
